"","UniqueID","HIT_ID","Regex","Accur"
"1235",1234,123,"t[\x3a-\x3b]+p",1
"1236",1235,123,"xg1([0-9]{1,3})%",0.6
"1237",1236,123,"%([0-9A-Fa-f]{2})",0.6
"1238",1237,123,"tri(a|b|c|d|e|f)3",1
"1239",1238,123,"tuv[A-Za-z0-9_]",0.8
"1240",1239,123,"[\D]",0
"1241",1240,124,"xg1([0-9]{1,3})%",0.8
"1242",1241,124,"tuv\w",1
"1243",1242,124,"[\s]",1
"1244",1243,124,"%([0-9a-fA-F][0-9a-fA-F])",1
"1245",1244,124,"\{\$(\d+\.\d)\}",1
"1246",1245,124,"(q4fab|ab)",1
"1247",1246,124,"t[\072-\073]+p",1
"1248",1247,124,"([\072\073])",1
"1249",1248,124,"no(w|x|y|z)5",1
"1250",1249,124,"RR*",1
"1251",1250,125,"[a-f](\d+)[a-f]",0.8
"1252",1251,125,"\..*",0.6
"1253",1252,125,"([\0175\0173])",0.3333333333
"1254",1253,125,"xyz[_\[\]`\^\\]",0.8
"1255",1254,125,"no[wxyz]5",1
"1256",1255,125,"&([A-Za-z0-9_]+);",0.6
"1257",1256,125,"((q4f){0,1}ab)",0.4
"1258",1257,125,"fa[lmnop][lmnop][lmnop]",0.6
"1259",1258,125,"[\D]",0
"1260",1259,125,"[{][$](\d+[.]\d)[}]",0.75
"1261",1260,126,"no[wxyz]5",1
"1262",1261,126,"t[.][$]+\d+[*]",0.8
"1263",1262,126,"([\0175\0173])",0.4
"1264",1263,126,"(q4fab|ab)",1
"1265",1264,126,"t[:;]+p",0.8
"1266",1265,126,"[a-f]([0-9]+)[a-f]",1
"1267",1266,126,"[\W_]",1
"1268",1267,126,"&d([aeiou][aeiou])z",1
"1269",1268,126,"zaa*",1
"1270",1269,126,"&(\w+);",0.8
"1271",1270,127,"t[.][$]+\d+[*]",1
"1272",1271,127,"R+",1
"1273",1272,127,"xg1(\d{1,3})%",1
"1274",1273,127,"xyz[_\[\]`\^\\]",1
"1275",1274,127,"no[wxyz]5",0.8
"1276",1275,127,"1q\w\w",1
"1277",1276,127,"(\{|\})",1
"1278",1277,127,"fa[lmnop][lmnop][lmnop]",1
"1279",1278,127,"((q4f){0,1}ab)",0.8
"1280",1279,127,"[\D]",1
"1281",1280,128,"[\s]",0.8
"1282",1281,128,"t\.\$+\d+\*",1
"1283",1282,128,"R+",1
"1284",1283,128,"t[:;]+p",0.8
"1285",1284,128,"((q4f){0,1}ab)",1
"1286",1285,128,"fa[lmnop]{3}",1
"1287",1286,128,"1q\w\w",1
"1288",1287,128,"[a-f]([0-9]+)[a-f]",0.6
"1289",1288,128,"tri[abcdef]3",0.8
"1290",1289,128,"([:;])",1
"1291",1290,129,"t[:;]+p",1
"1292",1291,129,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"1293",1292,129,"[\t\r\f\n ]",1
"1294",1293,129,"(\d+)\.(\d+)",1
"1295",1294,129,"%([0-9A-Fa-f]{2})",1
"1296",1295,129,"([:;])",1
"1297",1296,129,"t[.][$]+\d+[*]",1
"1298",1297,129,"tri[abcdef]3",1
"1299",1298,129,"zaa*",1
"1300",1299,129,"(dee(do){1,2})",1
"1301",1300,130,"no[w-z]5",1
"1302",1301,130,"(\d+)\.(\d+)",1
"1303",1302,130,"\{\$(\d+\.\d)\}",1
"1304",1303,130,"(\{|\})",1
"1305",1304,130,"(q4fab|ab)",1
"1306",1305,130,"[\s]",1
"1307",1306,130,"xyz[_\[\]`\^\\]",1
"1308",1307,130,"fa[lmnop]{3}",1
"1309",1308,130,"tuv[A-Za-z0-9_]",1
"1310",1309,130,"za+",1
"1311",1310,131,"(\d+)\.(\d+)",1
"1312",1311,131,"t[\x3a-\x3b]+p",0.3333333333
"1313",1312,131,"tuv[A-Za-z0-9_]",0.8
"1314",1313,131,"&d([aeiou][aeiou])z",1
"1315",1314,131,"za+",0.6
"1316",1315,131,"no[w-z]5",0.8
"1317",1316,131,"((q4f)?ab)",0.6
"1318",1317,131,"t\.\$+\d+\*",0.8
"1319",1318,131,"(:|;)",1
"1320",1319,131,"[\W_]",0.4
"1321",1320,132,"([}{])",0.4
"1322",1321,132,"\.+",1
"1323",1322,132,"(dee(do){1,2})",1
"1324",1323,132,"[\D]",0.8
"1325",1324,132,"&([A-Za-z0-9_]+);",1
"1326",1325,132,"xg1(\d{1,3})%",1
"1327",1326,132,"fa[lmnop][lmnop][lmnop]",1
"1328",1327,132,"no(w|x|y|z)5",1
"1329",1328,132,"xyz[\0133-\0140]",1
"1330",1329,132,"[{][$](\d+[.]\d)[}]",1
"1331",1330,133,"no[wxyz]5",0.8
"1332",1331,133,"[\t\r\f\n ]",0.6
"1333",1332,133,"xyz[\x5b-\x5f]",0.6
"1334",1333,133,"&d([aeiou]{2})z",1
"1335",1334,133,"\..*",0.8
"1336",1335,133,"(q4fab|ab)",1
"1337",1336,133,"&(\w+);",0.75
"1338",1337,133,"xg1(\d{1,3})%",0.6
"1339",1338,133,"(\{|\})",0.4
"1340",1339,133,"[{][$](\d+[.]\d)[}]",1
"1341",1340,134,"\..*",0.8
"1342",1341,134,"tri[abcdef]3",1
"1343",1342,134,"&([A-Za-z0-9_]+);",1
"1344",1343,134,"t[.][$]+\d+[*]",1
"1345",1344,134,"(deedo|deedodo)",1
"1346",1345,134,"xg1(\d{1,3})%",1
"1347",1346,134,"[^0-9A-Za-z]",1
"1348",1347,134,"(:|;)",1
"1349",1348,134,"fa[lmnop]{3}",1
"1350",1349,134,"t[\x3a-\x3b]+p",1
"1351",1350,135,"([:;])",0.2
"1352",1351,135,"xyz[\x5b-\x5f]",0.6
"1353",1352,135,"%([0-9a-fA-F][0-9a-fA-F])",0.6
"1354",1353,135,"tri(a|b|c|d|e|f)3",0.4
"1355",1354,135,"(dee(do){1,2})",0.4
"1356",1355,135,"R+",1
"1357",1356,135,"[a-f](\d+)[a-f]",0.8
"1358",1357,135,"[\s]",0.8
"1359",1358,135,"&(\w+);",0.6
"1360",1359,135,"([$][{])\d+(:[^}]+[}])",0.6
"1361",1360,136,"&d([aeiou]{2})z",1
"1362",1361,136,"[\t\r\f\n ]",0.8
"1363",1362,136,"tuv\w",0.5
"1364",1363,136,"(dee(do){1,2})",0.6
"1365",1364,136,"zaa*",0.6
"1366",1365,136,"\{\$(\d+\.\d)\}",0.8
"1367",1366,136,"xyz[_\[\]`\^\\]",0.6
"1368",1367,136,"xg1(\d{1,3})%",0.4
"1369",1368,136,"([:;])",0.4
"1370",1369,136,"no[wxyz]5",0.8
"1371",1370,137,"1q\w\w",0.4
"1372",1371,137,"no[w-z]5",1
"1373",1372,137,"([\072\073])",0.4
"1374",1373,137,"&d([aeiou][aeiou])z",1
"1375",1374,137,"t[.][$]+\d+[*]",0.8
"1376",1375,137,"((q4f)?ab)",0.4
"1377",1376,137,"xg1(\d{1,3})%",0.6
"1378",1377,137,"[^0-9]",0.4
"1379",1378,137,"\..*",0.6
"1380",1379,137,"xyz[\x5b-\x5f]",0.6
"1381",1380,138,"fa[lmnop]{3}",1
"1382",1381,138,"[\W_]",0
"1383",1382,138,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"1384",1383,138,"([:;])",1
"1385",1384,138,"zaa*",1
"1386",1385,138,"t\.\$+\d+\*",1
"1387",1386,138,"(dee(do){1,2})",1
"1388",1387,138,"t[:;]+p",1
"1389",1388,138,"(\d+)\.(\d+)",1
"1390",1389,138,"no(w|x|y|z)5",1
"1391",1390,139,"tri(a|b|c|d|e|f)3",1
"1392",1391,139,"t[\x3a-\x3b]+p",1
"1393",1392,139,"tuv\w",1
"1394",1393,139,"((q4f)?ab)",0.8
"1395",1394,139,"(\{|\})",1
"1396",1395,139,"(\$\{)\d+(:[^}]+\})",0.8
"1397",1396,139,"[\D]",1
"1398",1397,139,"%([0-9A-Fa-f]{2})",1
"1399",1398,139,"[a-f](\d+)[a-f]",1
"1400",1399,139,"R+",1
"1401",1400,140,"%([0-9a-fA-F][0-9a-fA-F])",1
"1402",1401,140,"(deedo(do)?)",1
"1403",1402,140,"no[w-z]5",1
"1404",1403,140,"za+",1
"1405",1404,140,"xg1([0-9]{1,3})%",1
"1406",1405,140,"&(\w+);",1
"1407",1406,140,"\{\$(\d+\.\d)\}",1
"1408",1407,140,"t[\072-\073]+p",1
"1409",1408,140,"[^0-9]",1
"1410",1409,140,"(:|;)",1
"1411",1410,141,"&(\w+);",0.75
"1412",1411,141,"[^0-9A-Za-z]",0
"1413",1412,141,"(\$\{)\d+(:[^}]+\})",0.8
"1414",1413,141,"xg1([0-9]{1,3})%",1
"1415",1414,141,"((q4f)?ab)",1
"1416",1415,141,"RR*",0.6
"1417",1416,141,"([:;])",1
"1418",1417,141,"tri[abcdef]3",1
"1419",1418,141,"xyz[_\[\]`\^\\]",1
"1420",1419,141,"%([0-9A-Fa-f]{2})",1
"1421",1420,142,"(q4fab|ab)",0.6
"1422",1421,142,"([$][{])\d+(:[^}]+[}])",NA
"1423",1422,142,"no(w|x|y|z)5",0.75
"1424",1423,142,"([:;])",1
"1425",1424,142,"xyz[_\[\]`\^\\]",1
"1426",1425,142,"&([A-Za-z0-9_]+);",NA
"1427",1426,142,"[\s]",1
"1428",1427,142,"%([0-9A-Fa-f]{2})",0.6
"1429",1428,142,"xg1(\d{1,3})%",1
"1430",1429,142,"\..*",0.6
"1431",1430,143,"(q4fab|ab)",0.6
"1432",1431,143,"([\0175\0173])",0.4
"1433",1432,143,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"1434",1433,143,"[\D]",1
"1435",1434,143,"[{][$](\d+[.]\d)[}]",0.8
"1436",1435,143,"fa[lmnop]{3}",1
"1437",1436,143,"[a-f]([0-9]+)[a-f]",1
"1438",1437,143,"no(w|x|y|z)5",1
"1439",1438,143,"R+",1
"1440",1439,143,"xyz[\0133-\0140]",0.6
"1441",1440,144,"[^0-9]",1
"1442",1441,144,"([:;])",0.8
"1443",1442,144,"&d([aeiou]{2})z",1
"1444",1443,144,"za+",1
"1445",1444,144,"([$][{])\d+(:[^}]+[}])",1
"1446",1445,144,"tri[abcdef]3",1
"1447",1446,144,"(\d+)\.(\d+)",1
"1448",1447,144,"1q\w\w",0.8
"1449",1448,144,"xyz[\x5b-\x5f]",1
"1450",1449,144,"((q4f)?ab)",1
"1451",1450,145,"([:;])",1
"1452",1451,145,"t[.][$]+\d+[*]",0.8
"1453",1452,145,"((q4f){0,1}ab)",1
"1454",1453,145,"([0-9]+)\.([0-9]+)",0.8
"1455",1454,145,"xyz[_\[\]`\^\\]",0.6
"1456",1455,145,"%([0-9A-Fa-f]{2})",0.3333333333
"1457",1456,145,"tuv\w",0.8
"1458",1457,145,"[\W_]",0
"1459",1458,145,"no[w-z]5",0.8
"1460",1459,145,"zaa*",0.8
"1461",1460,146,"[^0-9]",0.75
"1462",1461,146,"(\d+)\.(\d+)",1
"1463",1462,146,"[{][$](\d+[.]\d)[}]",1
"1464",1463,146,"xyz[\x5b-\x5f]",1
"1465",1464,146,"(\{|\})",1
"1466",1465,146,"R+",1
"1467",1466,146,"1q\w\w",0.6
"1468",1467,146,"&d([aeiou]{2})z",1
"1469",1468,146,"(q4fab|ab)",1
"1470",1469,146,"tri[a-f]3",1
"1471",1470,147,"zaa*",0.6
"1472",1471,147,"[^0-9A-Za-z]",0
"1473",1472,147,"((q4f)?ab)",0.8
"1474",1473,147,"tuv[A-Za-z0-9_]",0.6
"1475",1474,147,"[a-f](\d+)[a-f]",0.6
"1476",1475,147,"t\.\$+\d+\*",0.75
"1477",1476,147,"xyz[\x5b-\x5f]",0.4
"1478",1477,147,"%([0-9A-Fa-f]{2})",0.6
"1479",1478,147,"([\0175\0173])",0.4
"1480",1479,147,"tri[abcdef]3",1
"1481",1480,148,"([}{])",1
"1482",1481,148,"tri(a|b|c|d|e|f)3",1
"1483",1482,148,"[^0-9A-Za-z]",1
"1484",1483,148,"t\.\$+\d+\*",1
"1485",1484,148,"t[\x3a-\x3b]+p",1
"1486",1485,148,"\..*",1
"1487",1486,148,"&d([aeiou]{2})z",1
"1488",1487,148,"(\d+)\.(\d+)",1
"1489",1488,148,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"1490",1489,148,"(deedo|deedodo)",1
"1491",1490,149,"tri[abcdef]3",1
"1492",1491,149,"[a-f]([0-9]+)[a-f]",1
"1493",1492,149,"[\s]",1
"1494",1493,149,"1q\w\w",1
"1495",1494,149,"\.+",1
"1496",1495,149,"&d([aeiou][aeiou])z",1
"1497",1496,149,"\{\$(\d+\.\d)\}",1
"1498",1497,149,"t[\x3a-\x3b]+p",1
"1499",1498,149,"([\0175\0173])",NA
"1500",1499,149,"(deedo|deedodo)",1
"1501",1500,150,"1q\w\w",1
"1502",1501,150,"no(w|x|y|z)5",1
"1503",1502,150,"\.+",1
"1504",1503,150,"[\t\r\f\n ]",0.6
"1505",1504,150,"\{\$(\d+\.\d)\}",1
"1506",1505,150,"%([0-9a-fA-F][0-9a-fA-F])",1
"1507",1506,150,"t[\072-\073]+p",1
"1508",1507,150,"([0-9]+)\.([0-9]+)",1
"1509",1508,150,"([}{])",0.8
"1510",1509,150,"((q4f){0,1}ab)",1
"1511",1510,151,"([:;])",1
"1512",1511,151,"(dee(do){1,2})",1
"1513",1512,151,"no[wxyz]5",1
"1514",1513,151,"t[\072-\073]+p",1
"1515",1514,151,"(\$\{)\d+(:[^}]+\})",1
"1516",1515,151,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"1517",1516,151,"xg1(\d{1,3})%",0.8
"1518",1517,151,"&d([aeiou]{2})z",1
"1519",1518,151,"[\D]",1
"1520",1519,151,"R+",1
"1521",1520,152,"((q4f){0,1}ab)",0.8
"1522",1521,152,"tuv[A-Za-z0-9_]",1
"1523",1522,152,"xyz[\0133-\0140]",0.6
"1524",1523,152,"t[.][$]+\d+[*]",0.8
"1525",1524,152,"([\0175\0173])",0.5
"1526",1525,152,"[\W_]",1
"1527",1526,152,"%([0-9A-Fa-f]{2})",1
"1528",1527,152,"\.+",0.6
"1529",1528,152,"tri[abcdef]3",0.8
"1530",1529,152,"[a-f]([0-9]+)[a-f]",1
"1531",1530,153,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"1532",1531,153,"xg1(\d{1,3})%",1
"1533",1532,153,"t\.\$+\d+\*",1
"1534",1533,153,"([}{])",0.8
"1535",1534,153,"RR*",1
"1536",1535,153,"%([0-9A-Fa-f]{2})",1
"1537",1536,153,"no(w|x|y|z)5",1
"1538",1537,153,"t[\072-\073]+p",1
"1539",1538,153,"(dee(do){1,2})",1
"1540",1539,153,"[^0-9]",1
"1541",1540,154,"(q4fab|ab)",0.75
"1542",1541,154,"&d([aeiou]{2})z",0.3333333333
"1543",1542,154,"([:;])",0.6
"1544",1543,154,"t[:;]+p",0.5
"1545",1544,154,"\.+",1
"1546",1545,154,"[a-f](\d+)[a-f]",0.4
"1547",1546,154,"(\$\{)\d+(:[^}]+\})",0.4
"1548",1547,154,"no[wxyz]5",0.4
"1549",1548,154,"1q\w\w",0.25
"1550",1549,154,"[^0-9A-Za-z]",0.2
"1551",1550,155,"fa[lmnop]{3}",1
"1552",1551,155,"R+",1
"1553",1552,155,"t[.][$]+\d+[*]",1
"1554",1553,155,"[\s]",1
"1555",1554,155,"tuv[A-Za-z0-9_]",1
"1556",1555,155,"(:|;)",1
"1557",1556,155,"xg1([0-9]{1,3})%",1
"1558",1557,155,"(deedo(do)?)",0.8
"1559",1558,155,"t[:;]+p",1
"1560",1559,155,"tri[a-f]3",1
"1561",1560,156,"((q4f)?ab)",1
"1562",1561,156,"([$][{])\d+(:[^}]+[}])",0.75
"1563",1562,156,"([}{])",1
"1564",1563,156,"%([0-9A-Fa-f]{2})",0.6
"1565",1564,156,"no[w-z]5",1
"1566",1565,156,"\.+",1
"1567",1566,156,"[\D]",1
"1568",1567,156,"&(\w+);",0.8
"1569",1568,156,"t[\072-\073]+p",1
"1570",1569,156,"([0-9]+)\.([0-9]+)",1
"1571",1570,157,"tri[a-f]3",1
"1572",1571,157,"xyz[\x5b-\x5f]",0.8
"1573",1572,157,"(\{|\})",1
"1574",1573,157,"[{][$](\d+[.]\d)[}]",0.8
"1575",1574,157,"(deedo|deedodo)",1
"1576",1575,157,"%([0-9A-Fa-f]{2})",0.8
"1577",1576,157,"[\t\r\f\n ]",1
"1578",1577,157,"[a-f](\d+)[a-f]",1
"1579",1578,157,"R+",1
"1580",1579,157,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"1581",1580,158,"((q4f){0,1}ab)",0.8
"1582",1581,158,"zaa*",1
"1583",1582,158,"(\{|\})",1
"1584",1583,158,"t[.][$]+\d+[*]",1
"1585",1584,158,"[\D]",0.4
"1586",1585,158,"xyz[_\[\]`\^\\]",0.8
"1587",1586,158,"[a-f]([0-9]+)[a-f]",1
"1588",1587,158,"tri(a|b|c|d|e|f)3",1
"1589",1588,158,"fa[lmnop][lmnop][lmnop]",1
"1590",1589,158,"1q\w\w",0.6
"1591",1590,159,"1q[A-Za-z0-9_][A-Za-z0-9_]",0.6
"1592",1591,159,"R+",0.4
"1593",1592,159,"t[\x3a-\x3b]+p",1
"1594",1593,159,"(deedo(do)?)",0.4
"1595",1594,159,"tri[a-f]3",1
"1596",1595,159,"&d([aeiou]{2})z",1
"1597",1596,159,"[\W_]",0.6
"1598",1597,159,"(\{|\})",0.4
"1599",1598,159,"xg1(\d{1,3})%",0.6
"1600",1599,159,"t\.\$+\d+\*",0.8
"1601",1600,160,"((q4f){0,1}ab)",1
"1602",1601,160,"xg1(\d{1,3})%",1
"1603",1602,160,"&([A-Za-z0-9_]+);",1
"1604",1603,160,"%([0-9a-fA-F][0-9a-fA-F])",0.8
"1605",1604,160,"no[w-z]5",0.6
"1606",1605,160,"[^0-9]",1
"1607",1606,160,"(\$\{)\d+(:[^}]+\})",1
"1608",1607,160,"([:;])",1
"1609",1608,160,"xyz[\x5b-\x5f]",1
"1610",1609,160,"za+",1
"1611",1610,161,"1q[A-Za-z0-9_][A-Za-z0-9_]",0.8
"1612",1611,161,"fa[lmnop][lmnop][lmnop]",0.8
"1613",1612,161,"\..*",1
"1614",1613,161,"no(w|x|y|z)5",1
"1615",1614,161,"\{\$(\d+\.\d)\}",1
"1616",1615,161,"(dee(do){1,2})",1
"1617",1616,161,"(\d+)\.(\d+)",1
"1618",1617,161,"[^0-9]",0
"1619",1618,161,"xyz[\0133-\0140]",0.8
"1620",1619,161,"([:;])",1
"1621",1620,162,"1q\w\w",0.6
"1622",1621,162,"(q4fab|ab)",0.2
"1623",1622,162,"[\W_]",1
"1624",1623,162,"[{][$](\d+[.]\d)[}]",0.8
"1625",1624,162,"no(w|x|y|z)5",0.8
"1626",1625,162,"\..*",1
"1627",1626,162,"xg1(\d{1,3})%",0.6
"1628",1627,162,"t[\072-\073]+p",0
"1629",1628,162,"([\072\073])",0.25
"1630",1629,162,"&d([aeiou]{2})z",1
"1631",1630,163,"%([0-9A-Fa-f]{2})",0.6
"1632",1631,163,"tri[abcdef]3",0.8
"1633",1632,163,"(\$\{)\d+(:[^}]+\})",0.6
"1634",1633,163,"([}{])",0.4
"1635",1634,163,"1q\w\w",0.6
"1636",1635,163,"xg1([0-9]{1,3})%",0.6
"1637",1636,163,"za+",1
"1638",1637,163,"xyz[\0133-\0140]",0.4
"1639",1638,163,"(dee(do){1,2})",1
"1640",1639,163,"[\W_]",0.6
"1641",1640,164,"RR*",0.6
"1642",1641,164,"[a-f](\d+)[a-f]",0.8
"1643",1642,164,"t[\072-\073]+p",1
"1644",1643,164,"fa[lmnop][lmnop][lmnop]",0.4
"1645",1644,164,"no[w-z]5",1
"1646",1645,164,"([\0175\0173])",0.6
"1647",1646,164,"1q\w\w",0.4
"1648",1647,164,"(deedo|deedodo)",0.6
"1649",1648,164,"t[.][$]+\d+[*]",0.8
"1650",1649,164,"[^0-9A-Za-z]",0
"1651",1650,165,"no(w|x|y|z)5",0.8
"1652",1651,165,"&d([aeiou]{2})z",1
"1653",1652,165,"[^0-9]",0
"1654",1653,165,"((q4f)?ab)",0.6
"1655",1654,165,"t[:;]+p",1
"1656",1655,165,"xg1([0-9]{1,3})%",0.8
"1657",1656,165,"tuv[A-Za-z0-9_]",0.5
"1658",1657,165,"(\$\{)\d+(:[^}]+\})",NA
"1659",1658,165,"\.+",0.8
"1660",1659,165,"([:;])",NA
"1661",1660,166,"[^0-9]",1
"1662",1661,166,"no[w-z]5",1
"1663",1662,166,"[a-f](\d+)[a-f]",1
"1664",1663,166,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"1665",1664,166,"xyz[\x5b-\x5f]",1
"1666",1665,166,"t[.][$]+\d+[*]",1
"1667",1666,166,"((q4f)?ab)",1
"1668",1667,166,"%([0-9a-fA-F][0-9a-fA-F])",0.8
"1669",1668,166,"(:|;)",1
"1670",1669,166,"\..*",0.8
"1671",1670,167,"xg1(\d{1,3})%",0.6
"1672",1671,167,"(dee(do){1,2})",1
"1673",1672,167,"\.+",1
"1674",1673,167,"([$][{])\d+(:[^}]+[}])",1
"1675",1674,167,"tri(a|b|c|d|e|f)3",0.8
"1676",1675,167,"[\W_]",1
"1677",1676,167,"([\0175\0173])",0.8
"1678",1677,167,"xyz[_\[\]`\^\\]",1
"1679",1678,167,"1q\w\w",1
"1680",1679,167,"%([0-9A-Fa-f]{2})",0.8
"1681",1680,168,"za+",0.8
"1682",1681,168,"%([0-9A-Fa-f]{2})",0.6
"1683",1682,168,"([\072\073])",NA
"1684",1683,168,"(q4fab|ab)",1
"1685",1684,168,"[\t\r\f\n ]",1
"1686",1685,168,"no[w-z]5",1
"1687",1686,168,"t[.][$]+\d+[*]",1
"1688",1687,168,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"1689",1688,168,"t[\x3a-\x3b]+p",1
"1690",1689,168,"[a-f](\d+)[a-f]",0.8
"1691",1690,169,"xyz[\0133-\0140]",0.8
"1692",1691,169,"no[wxyz]5",0.8
"1693",1692,169,"(dee(do){1,2})",1
"1694",1693,169,"(\d+)\.(\d+)",1
"1695",1694,169,"\{\$(\d+\.\d)\}",1
"1696",1695,169,"zaa*",0.6
"1697",1696,169,"fa[lmnop]{3}",1
"1698",1697,169,"tuv[A-Za-z0-9_]",1
"1699",1698,169,"[\s]",1
"1700",1699,169,"([\072\073])",0.2
"1701",1700,170,"xg1(\d{1,3})%",1
"1702",1701,170,"(dee(do){1,2})",1
"1703",1702,170,"[\t\r\f\n ]",1
"1704",1703,170,"%([0-9a-fA-F][0-9a-fA-F])",1
"1705",1704,170,"tri[a-f]3",1
"1706",1705,170,"\{\$(\d+\.\d)\}",1
"1707",1706,170,"tuv\w",1
"1708",1707,170,"xyz[\0133-\0140]",NA
"1709",1708,170,"([\0175\0173])",0.4
"1710",1709,170,"\.+",1
"1711",1710,171,"&([A-Za-z0-9_]+);",0.8
"1712",1711,171,"((q4f)?ab)",1
"1713",1712,171,"tri[abcdef]3",1
"1714",1713,171,"[\W_]",0.4
"1715",1714,171,"xyz[_\[\]`\^\\]",0.6
"1716",1715,171,"(\d+)\.(\d+)",1
"1717",1716,171,"(:|;)",1
"1718",1717,171,"&d([aeiou][aeiou])z",1
"1719",1718,171,"RR*",1
"1720",1719,171,"\{\$(\d+\.\d)\}",1
"1721",1720,172,"zaa*",1
"1722",1721,172,"tri(a|b|c|d|e|f)3",1
"1723",1722,172,"[\W_]",0.4
"1724",1723,172,"t[.][$]+\d+[*]",1
"1725",1724,172,"([0-9]+)\.([0-9]+)",1
"1726",1725,172,"tuv[A-Za-z0-9_]",1
"1727",1726,172,"t[:;]+p",1
"1728",1727,172,"((q4f){0,1}ab)",1
"1729",1728,172,"(:|;)",1
"1730",1729,172,"&d([aeiou][aeiou])z",1
"1731",1730,173,"RR*",1
"1732",1731,173,"[^0-9]",0.4
"1733",1732,173,"fa[lmnop]{3}",0.6
"1734",1733,173,"(\{|\})",1
"1735",1734,173,"\{\$(\d+\.\d)\}",0.8
"1736",1735,173,"1q\w\w",0.5
"1737",1736,173,"t[\x3a-\x3b]+p",1
"1738",1737,173,"(dee(do){1,2})",1
"1739",1738,173,"tri[a-f]3",0.8
"1740",1739,173,"[a-f]([0-9]+)[a-f]",0.8
"1741",1740,174,"([\0175\0173])",0.4
"1742",1741,174,"no[w-z]5",1
"1743",1742,174,"&(\w+);",1
"1744",1743,174,"R+",1
"1745",1744,174,"xyz[_\[\]`\^\\]",1
"1746",1745,174,"([0-9]+)\.([0-9]+)",1
"1747",1746,174,"(deedo(do)?)",1
"1748",1747,174,"fa[lmnop]{3}",1
"1749",1748,174,"[^0-9A-Za-z]",1
"1750",1749,174,"(\$\{)\d+(:[^}]+\})",1
"1751",1750,175,"xyz[\0133-\0140]",1
"1752",1751,175,"tri[a-f]3",1
"1753",1752,175,"[^0-9]",1
"1754",1753,175,"\..*",1
"1755",1754,175,"&(\w+);",0.8
"1756",1755,175,"([0-9]+)\.([0-9]+)",1
"1757",1756,175,"%([0-9a-fA-F][0-9a-fA-F])",0.8
"1758",1757,175,"([\072\073])",1
"1759",1758,175,"\{\$(\d+\.\d)\}",1
"1760",1759,175,"(deedo|deedodo)",0.8
"1761",1760,176,"%([0-9A-Fa-f]{2})",1
"1762",1761,176,"no[wxyz]5",1
"1763",1762,176,"(q4fab|ab)",1
"1764",1763,176,"t[:;]+p",1
"1765",1764,176,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"1766",1765,176,"[\s]",1
"1767",1766,176,"([0-9]+)\.([0-9]+)",1
"1768",1767,176,"zaa*",1
"1769",1768,176,"(:|;)",1
"1770",1769,176,"([$][{])\d+(:[^}]+[}])",1
"1771",1770,177,"t[:;]+p",1
"1772",1771,177,"(q4fab|ab)",0.8
"1773",1772,177,"RR*",1
"1774",1773,177,"([\072\073])",NA
"1775",1774,177,"no[wxyz]5",1
"1776",1775,177,"[a-f](\d+)[a-f]",0.8
"1777",1776,177,"&d([aeiou][aeiou])z",1
"1778",1777,177,"[\W_]",1
"1779",1778,177,"&([A-Za-z0-9_]+);",0.8
"1780",1779,177,"\{\$(\d+\.\d)\}",1
"1781",1780,178,"\.+",1
"1782",1781,178,"[\W_]",1
"1783",1782,178,"xyz[\x5b-\x5f]",1
"1784",1783,178,"((q4f)?ab)",1
"1785",1784,178,"([0-9]+)\.([0-9]+)",0.8
"1786",1785,178,"([}{])",1
"1787",1786,178,"fa[lmnop][lmnop][lmnop]",1
"1788",1787,178,"[{][$](\d+[.]\d)[}]",0.8
"1789",1788,178,"1q[A-Za-z0-9_][A-Za-z0-9_]",0.8
"1790",1789,178,"no(w|x|y|z)5",0.8
"1791",1790,179,"[\t\r\f\n ]",1
"1792",1791,179,"[a-f]([0-9]+)[a-f]",1
"1793",1792,179,"xyz[_\[\]`\^\\]",1
"1794",1793,179,"(\$\{)\d+(:[^}]+\})",1
"1795",1794,179,"(deedo|deedodo)",1
"1796",1795,179,"fa[lmnop][lmnop][lmnop]",1
"1797",1796,179,"tri[a-f]3",1
"1798",1797,179,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"1799",1798,179,"\..*",1
"1800",1799,179,"([\072\073])",1
